ID,premise_english,hypothesis_english,original_label,assigned_phenomenon
ANLI14273,"2 seriously wounded in Grand Crossing shooting Two men were seriously wounded in a shooting Thursday evening in the Grand Crossing neighborhood on the South Side. The men — ages 28 and 39 — were shot at by someone inside a vehicle that pulled up to them at 6:11 p.m. in the 7300 block of South Dante, Chicago Police said. The older man was shot in his face and taken to Northwestern Memorial Hospital in serious condition, police said. The younger man took himself to Jackson Park Hospital with a gunshot wound to his shoulder in serious condition.",The men were shot at from inside a building they were walking past.,Contradiction,comparatives|quantifier_scope
ANLI14585,"Chris Fox, CTV Toronto A man was rushed to hospital in life-threatening condition after a stabbing near the Rogers Centre overnight. Police say that they were called to the Lower Simcoe Street and Bremner Boulevard area at around 2:40 a.m. for reports of a fight. Once on scene officers located a 20-year-old man with stab wounds. Police say that the man was able to provide a good description of the culprit and as a result, officers were able to arrest someone nearby. The victim was treated on scene before being rushed to hospital, according to police.",The man did not die on scene,Entailment,comparatives|quantifier_scope
ANLI14694,"How to breathe during labor<br>Start with two breaths to one "" blow. "" a basic slow breathing pattern is breathing in twice to every single time you breathe out. It's a quicker breathing pattern than how you breathe normally, about twice as fast as normal.",A slow breathing pattern is breathing in twice and dreaming of a vacation.,Contradiction,comparatives|quantifier_scope
ANLI14971,"Having a hemisphere that is free for trade and peaceful is in our nation's interests. Strong relations in Europe is in our nation's interest. I've thought a lot about what it means to be the president. I also understand that an administration is not one person, but an administration is dedicated citizens who are called by the president to serve the country, to serve a cause greater than self, and so I've thought about an administration of people who represent all America, but people who understand my compassionate and conservative philosophy.",The president believes in having strong relations with Europe.,Entailment,comparatives|quantifier_scope
ANLI15040,"""All for Love"" is a song written by Bryan Adams, Robert John ""Mutt"" Lange and Michael Kamen for the soundtrack "" The Three Musketeers: Original Motion Picture Soundtrack"". It was performed by Bryan Adams, Rod Stewart and Sting. The song was released as a CD single in the United States on November 16, 1993. It was a worldwide hit, reaching number one across Europe and North America.",All for Love was written by less than four people,Entailment,comparatives|quantifier_scope
ANLI15517,"The three drive-ins nearest to Madison, all less than an hour's drive, are: Big Sky Twin Drive-In Theatres in Wisconsin Dells, Highway 18 Outdoor Theatre, near Jefferson, and Sky-Vu Drive-In, near Monroe.",From Madison it takes less than 6 hours to drive to.,Entailment,comparatives|quantifier_scope
ANLI15727,An island grammar is a grammar that only describes a small chunk of the underlying language. It is used in language parsing in situations where there is no requirement for checking the entire syntax of a provided text. Island grammars can be extended with the use of a bridge grammar.,Bridge grammar is not smaller than island grammar.,Entailment,comparatives|quantifier_scope
ANLI15841,"This is an episode list for the 1976 season of the astronomy TV show starring Jack Horkheimer. During this season, the show still had its original name, ""Jack Horkheimer: Star Hustler"". The show's episode numbering scheme changed several times during its run to coincide with major events in the show's history.","This show is no longer called ""Jack Horkheimer: Star Hustler""",Entailment,comparatives|quantifier_scope
ANLI16145,"How to blow a bubble with bubblegum<br>Buy some bubblegum. You can buy gum at pretty much every corner store. Chewing gums can be used to make bubbles, but they won't be as big, and they'll usually pop too easily.",Bubblegum is better for blowing bubbles.,Entailment,comparatives|quantifier_scope
ANLI16266,"More often than not, this chamber has had quite a few empty seats on the day Royal Assent is given, which leads me to conclude that it is something which is not as attractive to senators as proceedings on another day would be and which would allow them to be in attendance in larger numbers.",This speaker has attended many Royal Assents.,Neutral,comparatives|quantifier_scope
ANLI17306,"Mr. Speaker, for two years the Canadian government has been engaged in secret negotiations on the multilateral agreement on investment, an agreement which goes well beyond the provisions of NAFTA in ceding power to multinationals and threatens to diminish even further the rights of nations to direct their own economies, provide safe and decent working conditions and protect the environment for future generations.",for one years the Canadian government has been engaged in secret negotiations,Contradiction,comparatives|quantifier_scope
